,Unnamed: 0,date,title,category,body,source
353,353,March 14,Jordan Tightens Lockdown to Combat Coronavirus,Middle East,Jordan said it would stop all incoming and outgoing passenger flights into the country from Tuesday as it tightens border controls and bans public gatherings and events to combat the spread of coronavirus.,By Reuters
354,354,March 9,French Minister Caught Coronavirus After Parliament Visit,Europe,"France's culture minister has become the latest politician to contract the coronavirus, a government colleague said on Monday, after several lawmakers came down with the COVID-19 illness.",By Reuters
355,355,8h ago,Players Face Backlash Over Quick Coronavirus Tests as Others Wait,Pro Basketball,"While the NBA champion Toronto Raptors, Los Angeles Lakers and Brooklyn Nets quickly received coronavirus tests, the general public has been left waiting, sparking a backlash over privileged athletes' and celebrities' access to care.",By Reuters
356,356,March 10,"What's Happening: Italians Awake to New Reality, Skies Empty",Europe,Italians awoke to the new reality of a national lockdown on Tuesday and Chinese President Xi Jinping made his first trip to the city where the global epidemic first emerged. ,By Reuters
357,357,8h ago,Melania Trump to Star in U.S. Coronavirus Awareness Ads,Arts,"First lady Melania Trump will urge Americans to wash their hands and keep their distance from one another to fight coronavirus in a new TV ad campaign produced with major U.S. broadcast networks, the White House said on Wednesday.",By Reuters
358,358,March 17,Qiagen to Beef Up Capacity to Produce Coronavirus Test Kits,Europe,"Molecular testing company Qiagen NV said on Tuesday it would ramp up its global capacity to produce certain chemical kits used to test COVID-19, aiming to support more than 6.5 million tests a month by April end.",By The Associated Press
359,359,March 13,Washington State's Death Toll From Coronavirus Jumps to 37,U.S.,"The death toll in Washington state from coronavirus has surged by six to a total of 37, Governor Jay Inslee said on Friday as he issued new executive orders intended to reduce the spread of the respiratory illness.",By The Associated Press
360,360,March 12,U.S. Airports Expect to Lose at Least $3.7 Billion as Coronavirus Cuts Air Travel,U.S.,Major U.S. airports told the White House on Thursday they were bracing for massive losses because of the falloff in travel demand due to the coronavirus outbreak.,By The Associated Press
361,361,March 6,Lufthansa Slashes Flights as Coronavirus Hits Bookings,Europe,"Deutsche Lufthansa will slash up to half the flights across its stable of airlines from April as passengers balk at flying for fear of contracting the coronavirus, the company said on Friday.",By Reuters
362,362,March 10,"What's Happening: Italians Awake to New Reality, Skies Empty",Europe,Italians awoke to the new reality of a national lockdown on Tuesday and Chinese President Xi Jinping made his first trip to the city where the global epidemic first emerged. ,By The Associated Press
363,363,March 9,Cruise Docks at Florida Port After Virus Test Clears Crew,U.S.,The Regal Princess cruise ship finally pulled into a Florida port and passengers began disembarking after two crew members tested negative for coronavirus. ,By Reuters
364,364,March 16,NASCAR Suspends Season Until May but Will Reschedule Events,Sports,NASCAR has suspended its season until May as part of the CDC’s recommendation to postpone gatherings for the next eight weeks because of the COVID-19 pandemic,By The Associated Press
365,365,March 13,"Kenya, Ethiopia Join Expanding List of African States With Coronavirus",Africa,"Kenya, Ethiopia, Sudan, Guinea and Mauritania all confirmed their first cases of the new coronavirus on Friday, giving the disease a foothold in 19 countries on the African continent.",By The Associated Press
366,366,March 12,Coronavirus Concerns Disrupt Work at US State Capitols,U.S.,"Mounting concerns about the coronarvirus spread to state capitols across the country Thursday, as some lawmakers halted their sessions, shut out the public and scrambled to finish work on essential spending bills to keep government going. ",By The Associated Press
367,367,March 14,U.S. Agency Issues Emergency Order to Speed Coronavirus Relief Deliveries,U.S.,The U.S. Federal Motor Carrier Safety Administration (FMCSA) said late Friday it was issuing a national emergency order to waive hours-of-service requirements for commercial vehicle drivers transporting emergency coronavirus relief.,By Reuters
368,368,March 12,Alex Jones Accused of Selling Phony Coronavirus Cures,U.S.,New York’s attorney general is demanding that conspiracy monger Alex Jones stop hawking phony coronavirus treatments.,By Reuters
369,369,March 11,Trump Clamps Limits on Travel From Europe to US for 30 Days,Politics,"Taking dramatic action, President Donald Trump announced he is sharply restricting passenger travel from 26 European nations to the U.S. and moving to ease the economic cost of a viral pandemic that is roiling global financial markets and disrupting the daily lives of Americans. ",By The Associated Press
370,370,March 12,Alex Jones Accused of Selling Phony Coronavirus Cures,U.S.,New York’s attorney general is demanding that conspiracy monger Alex Jones stop hawking phony coronavirus treatments.,By Reuters
371,371,March 12,Airbnb Bookings Take Hit Amid Global Coronavirus Outbreak,Business,"U.S. home rental company Airbnb Inc's bookings in major cities across the world have taken a blow due to coronavirus-fueled uncertainty in the travel industry, data from Airbnb-analytics firm AirDNA shows. ",By Reuters
372,372,March 14,"UK Wants More Ventilators, Hospital Beds as Coronavirus Spreads",Europe,Britain told manufacturers to ramp up the country's production of ventilators and ordered private hospitals to prepare for an overspill of patients from the public health service as the death toll from coronavirus grew on Saturday.,By Katherine Schulten
373,373,March 16,New Federal Coronavirus Guidelines to 'Slow the Spread',Politics,"The federal government issued new guidelines Monday for Americans on how to combat the coronavirus pandemic, titled “15 Days to Slow the Spread.",By The Associated Press
374,374,March 13,Aston Martin Boosts Capital-Raising Plan After Coronavirus Market Volatility,Business,Aston Martin is increasing a 500-million pound ($617 million) capital-raising plan by 36 million pounds due to the coronavirus outbreak which will now see a consortium led by Canadian billionaire Lawrence Stroll take a roughly 25% stake in the firm.,By Amanda Klonsky
375,375,March 11,"Malaysia Tracking 5,000 People Possibly Exposed to Coronavirus at Religious Event",Asia Pacific,"Malaysian authorities are tracking around 5,000 citizens across the country believed to have been potentially exposed to the coronavirus at a religious event in the outskirts of the capital Kuala Lumpur, the health ministry said on Wednesday.",By Reuters
376,376,March 11,"Coronavirus Resources: Teaching, Learning and Thinking Critically",The Learning Network,"A page we will continue to update with ideas for working, at school or at home, with content from The Times and other reliable sources about this global pandemic.",By Reuters
377,377,March 18,The Latest: Ships Going to Honolulu Won't Let Off Passengers,Business,"The Latest on the coronavirus  pandemic, which has infected more than 218,000 people and killed more than 8,800.",By Reuters
378,378,March 16,"An Epicenter of the Pandemic Will Be Jails and Prisons, if Inaction Continues",Opinion,"The conditions inside, which are inhumane, are now a threat to any American with a jail in their county — meaning just about everyone.","By Helen Ouyang, M.D."
379,379,March 6,U.N. Cancels Key Meetings Ahead of Climate Summit Due to Coronavirus,Business,"The United Nations has canceled meetings in Bonn, Germany, and elsewhere planned in the run-up to a crucial U.N. climate summit to be held in Glasgow, Scotland, in November due to the coronavirus outbreak, an official said on Friday.",By The Associated Press
380,380,March 14,U.S. Summons Chinese Envoy Over Beijing's Coronavirus Comments,Asia Pacific,"The U.S. State Department summoned the Chinese ambassador to the United States on Friday to protest against comments by Beijing suggesting the U.S. military might have brought the coronavirus to Wuhan, as tensions between the two global powers over the outbreak intensified.",By The Associated Press
381,381,March 13,U.S. Summons Chinese Envoy Over Beijing's Coronavirus Comments,Asia Pacific,"The U.S. State Department summoned the Chinese ambassador to the United States on Friday to protest against comments by Beijing suggesting the U.S. military might have brought the coronavirus to Wuhan, as tensions between the two global powers over the outbreak intensified.",By Reuters
